StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RecaptchaAssessmentName,time_consent_form_First Click,time_consent_form_Last Click,time_consent_form_Page Submit,time_consent_form_Click Count,attention_check_1,time_attention_1_First Click,time_attention_1_Last Click,time_attention_1_Page Submit,time_attention_1_Click Count,attention_check_2,time_attention_2_First Click,time_attention_2_Last Click,time_attention_2_Page Submit,time_attention_2_Click Count,time_before_reading_First Click,time_before_reading_Last Click,time_before_reading_Page Submit,time_before_reading_Click Count,time_read_round_First Click,time_read_round_Last Click,time_read_round_Page Submit,time_read_round_Click Count,time_read_precise_First Click,time_read_precise_Last Click,time_read_precise_Page Submit,time_read_precise_Click Count,time_before_recall_First Click,time_before_recall_Last Click,time_before_recall_Page Submit,time_before_recall_Click Count,recall_trap_1,time_recall_trap_First Click,time_recall_trap_Last Click,time_recall_trap_Page Submit,time_recall_trap_Click Count,recall_enroll_1,recall_enroll_2,recall_hondura_1,recall_hondura_2,recall_frick_1,recall_frick_2,time_recall_First Click,time_recall_Last Click,time_recall_Page Submit,time_recall_Click Count,time_before_calc_First Click,time_before_calc_Last Click,time_before_calc_Page Submit,time_before_calc_Click Count,calculate_enroll,calculate_hondura,calculate_frick,time_calculate_First Click,time_calculate_Last Click,time_calculate_Page Submit,time_calculate_Click Count,condition,workerId,assignmentId,hitId,random_verification_code,fail_first_attention,fail_second_attention
7/23/21 15:57,7/23/21 16:02,100,292,TRUE,7/23/21 16:02,R_TbbA0qFqEPuDcB3,,,,,anonymous,EN,1,projects/513998946275/assessments/0529e4d070000000,0,0,6.55,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet",17.153,20.977,30.277,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",1.769,12.665,13.507,4,0,0,0.777,0,,,,,0,0,159.07,0,0,0,3.369,0,48000,0.772,1.66,7.479,2,24000,12000,96000,8500,75000,5500,2.472,20.36,27.858,3,0,0,1.689,0,60,250000,40,1.876,23.411,28.558,5,precise,,,,177943,1,
7/23/21 15:58,7/23/21 16:02,100,264,TRUE,7/23/21 16:02,R_1IN6VFRUUjkBvt1,,,,,anonymous,EN,1,projects/513998946275/assessments/121f64eec8000000,0,0,10.884,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",12.989,23.965,34.131,4,,,,,,0,0,1.508,0,3.963,5.777,6.875,3,,,,,0,0,6.619,0,39613493,20.315,36.569,41.302,4,30000,40000,300000,500000,30000,10000,14.746,57.004,59.709,16,0,0,5.406,0,75,60,10,40.113,79.065,80.444,5,round,,,,105087,,
7/23/21 15:56,7/23/21 16:03,100,379,TRUE,7/23/21 16:03,R_2q9OwlinXv2rtVE,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/9a01e4d070000000,5.682,13.081,16.535,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",19.698,37.301,39.169,9,,,,,,0,0,1.011,0,,,,,23.209,72.247,72.869,8,0,0,4.874,0,39000000,6.867,6.867,31.553,1,28000,41000,470000,280000,40000,3000,8.423,105.218,108.937,26,0,0,14.944,0,65,200000,10,26.904,67.975,80.723,8,precise,,,,175988,,
7/23/21 16:00,7/23/21 16:03,100,147,TRUE,7/23/21 16:03,R_2wcpm8j1fRMs5z6,,,,,anonymous,EN,1,projects/513998946275/assessments/15f1e4d070000000,0,0,1.488,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",7.701,22.541,25.051,4,,,,,,0,0,1.247,0,2.177,3.079,42.532,3,,,,,0,0,1.96,0,31000000,1.069,1.069,9.389,1,30000,40000,300000,500000,40,4,0,0,35.609,0,0,0,2.53,0,75,200000,10,0.527,0.527,17.508,1,round,,,,125043,,
7/23/21 15:59,7/23/21 16:03,100,238,TRUE,7/23/21 16:03,R_1rlgeb6rKUXrc7T,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/d9a714eec8000000,0,0,3.801,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",7.428,28.39,29.987,4,,,,,,0,0,1.068,0,,,,,8.447,8.904,18.809,2,0,0,4.231,0,39000000,2.822,15.589,31.573,2,20000,40000,200000,4100000,400000,3000,38.148,101.806,108.05,6,0,0,2.814,0,20,100000,40,0.981,26.638,27.157,5,precise,,,,107817,,
7/23/21 15:59,7/23/21 16:03,100,225,TRUE,7/23/21 16:03,R_3EnTrkqok062KYe,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/d11c34eec8000000,0,0,6.324,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",5.563,19.137,20.443,4,,,,,,0,0,0.947,0,,,,,0,0,48.675,0,0,0,1.939,0,15000000,3.43,3.43,36.977,1,28000,41000,200000,400000,20000,3000,4.117,59.622,65.229,8,0,0,1.852,0,70,200000,20,2.81,25.8,32.339,4,precise,,,,107615,,
7/23/21 15:57,7/23/21 16:04,100,391,TRUE,7/23/21 16:04,R_2w130SmYBjSqrTd,,,,,anonymous,EN,1,projects/513998946275/assessments/d27514eec8000000,0,0,5.005,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses",51.316,55.56,58.223,2,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm supposed to work from information in my head and not record or write down any information I see",3.101,6.122,8.161,3,0,0,1.215,0,,,,,74.392,74.48,154.534,2,0,0,3.186,0,39000000,2.371,9.479,31.569,2,20000,45000,280000,470000,40000,13000,1.847,50.541,55.034,10,0,0,4.731,0,50,200000,20,29.344,55.491,60.822,8,precise,,,,199089,1,1
7/23/21 15:59,7/23/21 16:04,100,291,TRUE,7/23/21 16:04,R_yVlz6vpsgwYgqfD,,,,,anonymous,EN,0,projects/513998946275/assessments/0d0ca4d070000000,0,0,5.306,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see,I'm supposed to type random answers, not my best guesses",1.194,6.817,7.751,9,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm supposed to work from information in my head and not record or write down any information I see,I'm supposed to type random answers, not my best guesses",104.24,107.854,109.397,6,0,0,1.477,0,,,,,0,0,6.927,0,0,0,4.906,0,1000,3.63,3.63,67.736,1,1000,1000,10000000,100000000,1000,1000,2.565,38.975,44.023,3,0,0,1.562,0,40,2,20,2.018,25.52,26.822,4,precise,,,,184784,1,1
7/23/21 15:58,7/23/21 16:04,100,317,TRUE,7/23/21 16:04,R_vozTh9J2yK73chb,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/c40fa4eec8000000,0,0,8.596,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",18.297,30.499,31.513,4,,,,,,0,0,1.586,0,0,0,179.493,0,,,,,0,0,2.542,0,39000000,3.406,3.406,14.414,1,30000,40000,300000,500000,40000,4000,6.715,37.863,40.516,6,0,0,7.469,0,75,200000,10,2.685,19.182,21.666,3,round,,,,108855,,
7/23/21 15:58,7/23/21 16:04,100,362,TRUE,7/23/21 16:04,R_3hmhi6wi8iAKjes,,,,,anonymous,EN,1,projects/513998946275/assessments/5142e4d070000000,4.13,4.13,4.82,1,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",12.503,30.647,33.397,4,,,,,,0,0,2.66,0,0,0,169.127,0,,,,,0,0,4.814,0,307231750,7.73,7.73,27.1,1,30000,40000,300000,400000,40000,4000,4.415,48.467,51.994,6,0,0,4.382,0,75,100000,10,1.657,45.418,53.834,3,round,,,,165713,,
7/23/21 15:59,7/23/21 16:04,100,284,TRUE,7/23/21 16:04,R_3lxYZ9FRZzwQ6Eu,,,,,anonymous,EN,1,projects/513998946275/assessments/275314d070000000,0,0,7.883,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",75.188,84.379,85.319,4,,,,,,0,0,2.375,0,0,0,81.678,0,,,,,0,0,4.16,0,20000000,11.834,11.834,28.983,1,30000,40000,5000,12000,40000,4000,2.743,26.48,32.346,4,0,0,5.337,0,20,5000,10,9.9,24.187,27.13,3,round,,,,199528,,
7/23/21 15:57,7/23/21 16:04,100,385,TRUE,7/23/21 16:04,R_3e2ePQBvinEZYG4,,,,,anonymous,EN,1,projects/513998946275/assessments/75f5a4d070000000,0,0,6.856,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",17.788,28.916,31.612,4,,,,,,0,0,3.189,0,0,0,134.128,0,,,,,0,0,12.618,0,30600000,71.373,71.373,81.858,1,30000,40000,300000,500000,40000,4000,9.902,50.709,56.046,6,0,0,6.616,0,75,200000,10,11.925,41.092,43.835,3,round,,,,110060,,
7/23/21 15:58,7/23/21 16:04,100,377,TRUE,7/23/21 16:04,R_3GkXUm0YDQZHWKs,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/bf7664d070000000,0,0,24.324,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",15.601,25.754,28.066,4,,,,,,0,0,3.037,0,0,0,88.038,0,,,,,0,0,5.3,0,31000000,15.532,15.532,62.967,1,30000,40000,10000,20000,400,500,7.534,83.449,93.82,6,0,0,7.387,0,80,10000,100,13.255,47.441,51.924,3,round,,,,197908,,
7/23/21 15:57,7/23/21 16:04,100,409,TRUE,7/23/21 16:04,R_238eJpvKn4I4uNm,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/2b3e64eec8000000,0,0,3.374,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see,I'm supposed to type random answers, not my best guesses",11.387,17.071,19.365,7,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet",6.985,41.875,43.584,7,0,0,0.757,0,,,,,8.926,12.371,59.893,2,2.384,2.384,5.386,1,40000000,17.172,17.172,48.951,1,28750,41500,250000,500000,50000,3500,2.825,49.641,56.341,6,0,0,3,0,65,3000000,8,15.028,155.162,155.799,11,precise,,,,110023,1,1
7/23/21 15:59,7/23/21 16:04,100,327,TRUE,7/23/21 16:04,R_1BUUxbIDG8jFgOw,,,,,anonymous,EN,1,projects/513998946275/assessments/b37164eec8000000,0,0,9.059,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",8.887,19.316,20.122,4,,,,,,0,0,2.357,0,0,0,40.894,0,,,,,0,0,3.446,0,15000000,24.656,95.696,100.903,9,50000,40000,2000000,10000000,10000,5000,4.274,93.447,93.72,4,0,0,4.334,0,80,5000000,50,1.028,35.315,40.292,3,round,,,,142351,,
7/23/21 15:59,7/23/21 16:04,100,335,TRUE,7/23/21 16:04,R_5jpRnm326bdH53b,,,,,anonymous,EN,1,projects/513998946275/assessments/a7dea4d070000000,4.894,35.227,37.712,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",24.565,50.178,51.385,7,,,,,,4.882,4.882,30.216,1,5.055,6.305,11.864,2,,,,,0,0,10.589,0,600000,7.648,7.648,17.464,1,50000,30000,50000,4000,60000,37000,7.843,73.381,79.021,11,0,0,22.887,0,78,56,78,15.229,60.73,61.989,10,round,,,,108158,,
7/23/21 15:58,7/23/21 16:04,100,393,TRUE,7/23/21 16:04,R_24f5dOTHXAOYTqb,,,,,anonymous,EN,0.400000006,projects/513998946275/assessments/173f24d070000000,0,0,5.264,0,"I'm supposed to work from information in my head and not record or write down any information I see,I'm supposed to type random answers, not my best guesses",2.347,8.277,9.864,8,I'm supposed to work from information in my head and not record or write down any information I see,2.967,7.342,8.508,2,0,0,1.313,0,,,,,0,0,3.571,0,0,0,1.153,0,1000,2.076,306.543,312.211,20,100,1000,100,1000,1000,1000,2.87,22.292,24.642,6,0,0,4.003,0,78,1000,75,1.428,9.948,13.112,3,precise,,,,147653,1,1
7/23/21 15:59,7/23/21 16:04,100,320,TRUE,7/23/21 16:04,R_1CxVfbYzvglbRh1,,,,,anonymous,EN,1,projects/513998946275/assessments/e42414d070000000,0,0,22.508,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",10.628,26.547,27.45,4,,,,,,0,0,5.552,0,,,,,0,0,127.135,0,0,0,6.623,0,39000000,3.675,13.944,15.307,2,30000,60000,280000,420000,10000,3000,31.04,67.951,72.347,7,0,0,3.701,0,50,220000,20,4.337,20.816,29.005,3,precise,,,,152760,,
7/23/21 15:59,7/23/21 16:05,100,337,TRUE,7/23/21 16:05,R_3fqwCaa17Ew5I0x,,,,,anonymous,EN,0.800000012,projects/513998946275/assessments/35e9e4d070000000,2.152,2.152,4.797,1,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",11.121,19.491,24.046,4,,,,,,0,0,1.312,0,,,,,27.176,77.653,127.818,7,0,0,5.301,0,40000000,4.601,28.105,28.682,2,28000,42000,300000,600000,40000,4000,2.958,54.273,54.935,15,0,0,4.621,0,65,300000,1,6.509,66.229,76.061,9,precise,,,,178383,,
7/23/21 15:58,7/23/21 16:05,100,419,TRUE,7/23/21 16:05,R_uksKlmMlJQX5z0t,,,,,anonymous,EN,1,projects/513998946275/assessments/3faf64d070000000,34.08,34.08,43.911,1,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",20.966,62.147,63.512,4,,,,,,0,0,1.254,0,,,,,0.933,132.986,133.891,7,0,0,4.742,0,39000000,26.3,26.3,44.444,1,28500,40000,272000,480000,40000,3400,3.872,69.324,75.145,10,0,0,1.757,0,40,200000,5,3.6,36.031,40.586,6,precise,,,,177410,,
7/23/21 15:59,7/23/21 16:05,100,329,TRUE,7/23/21 16:05,R_3kp1ttrF6bDOEJs,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/cdb1e4d070000000,5.449,12.881,14.232,4,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",17.347,30.601,31.545,5,,,,,,0,0,1.872,0,85.035,149.477,150.955,3,,,,,0,0,2.758,0,300000,6.774,25.208,26.451,3,400000,300000,300000,500000,1000,10000,3.436,54.346,56.924,11,0,0,3.202,0,75,200000,10,3.497,3.497,29.975,1,round,,,,126926,,
